Name	Sets	ImageFile	Cost	Damage	Momentum	Type	Target	Traits	Wrestler Logo	Game Text
Collar and Elbow Lockup	AEW	CollarAndElbowLockup.jpg	0	3	3	Grapple	-			Enters - Look at the top card of your draw deck, you may discard that. Then both players draw two cards. 
Headlock Takedown	AEW	HeadlockTakedown.jpg	0	2	2	Grapple	H	Set-up		Enters - You may play a submission with Target: H from your hand or discard. If played from discard and is unsuccessful put it beneath your draw deck.
Hip Toss	AEW	HipToss.jpg	0	4	2	Grapple	T			Permanent (This card is not removed from play as turns end)
Single Leg Takedown	AEW	SingleLegTakedown.jpg	0	2	2	Grapple	L	Set-up		Enters - You may play a submission with Target: L from your hand or discard. If played from discard and is unsuccessful put it beneath your draw deck.
Snapmare	AEW	Snapmare.jpg	0	1	6	Grapple	H			
Body Slam	AEW	BodySlam.jpg	1	3	2	Grapple	T	Slam		Enters - If you have another Grapple in your ring, draw a card
Belly-to-Back Suplex	AEW	BellyToBackSuplex.jpg	2	7	4	Grapple	T	Suplex		
Drop Toe Hold	AEW	DropToeHold.jpg	2	5	5	Grapple	T			Enters - If you have a Strike in your ring, Stun opponent.
Fireman's Carry	AEW	FiremansCarry.jpg	2	4	4	Grapple	T			Enters - You may put up to one card from your discard beneath your draw deck.
Flying Head Scissors	AEW	FlyingHeadScissors.jpg	2	7	7	Grapple	H	High Risk		
Slam	AEW	Slam.jpg	2	6	3	Grapple	T	Slam		
Wristlock Slam	AEW	WristlockSlam.jpg	4	4	4	Grapple	A	Slam		Focus Attack 
German Suplex	AEW	GermanSuplex.jpg	5	8	8	Grapple	H	Suplex		Enters - Opponent puts the top card of their draw deck and puts it into their market that card is +1 Cost this turn.
Backbreaker	AEW	Backbreaker.jpg	6	6	6	Grapple	T			Enters - Stun opponent.
Knee Breaker	AEW	KneeBreaker.jpg	7	6	4	Grapple	L			Enters - Choose a card opponent's market, discard, and Ring. They Tuck one of those cards. 
Overhead Belly-to-Belly Suplex	AEW	OverheadBellyToBellySuplex.jpg	8	10	8	Grapple	T	Suplex		
DDT	AEW	DDT.jpg	10	8	8	Grapple	H	DDT		Enters - Choose a card in hit opponent's ring. Put that card into their discard.
Chokeslam	AEW	Chokeslam.jpg	12	12	12	Grapple	H	Slam		
Avalanche Brainbuster	AEW	AvalancheBrainbuster.jpg	14	12	12	Grapple	H	High Risk, Suplex		Enters - Your opponent discards two cards.
Paradigm Shift 	AEW	ParadigmShift.jpg	15	10*	15	Grapple	H	DDT	Jon Moxley 	*+1D for each maneuver in your ring. Finisher. Ongoing - Your hand is +1.
Piledriver	AEW	Piledriver.jpg	15	10	10	Grapple	H			Enters - Opponent discards a card.
Storm Zero	AEW	StormZero.jpg	16	10	10	Grapple	H		Toni Storm	Finisher. This is +1D for each Action card in your ring.
One Winged Angel 	AEW	OneWingedAngel.jpg	20	20	20	Grapple	H		Kenny Omega 	Finisher
Powerslam	AEW	Powerslam.jpg	6	10	6	Grapple 	T	Slam		Permanent. 
Don Callis	AEW	DonCallisManager.jpg	N/a	N/a	3	Manager				Ready Action - Commit and discard an Action card from your hand : Draw two cards.
Luthor	AEW	LuthorManager.jpg	N/a	N/a	2	Manager				Recovery Action - Commit and choose an Action in your Ring. It gains Permanent this turn. 
Marina Shafir 	AEW	MarinaShafirManager.jpg	N/a	N/a	4	Manager				Tie-Up Action - Commit - Play a maneuver from your hand, it gets +1D and gains 'Enters - Scout, then draw a card' 
Prince Nana	AEW	PrinceNanaManager.jpg	N/a	N/a	2	Manager				Ready Action - Commit and discard the top two cards of your draw deck. If a maneuver is discarded this way draw a card and gain 2 Stamina. 
MVP	AEW	MVPManager.jpg	N/a	N/a	2	Manager 				Recovery Action - Commit : Put a maneuver with cost 4 or less from your discard beneath your draw deck.
Anti-Air	AEW	AntiAir.jpg	0	2	2	Response				Cycling. Reverse any High Risk.
Block	AEW	Block.jpg	0	0	2	Response				Reverse any Strike.
Break Free	AEW	BreakFree.jpg	0	0	2	Response				Reverse any Grapple.
Drop Step	AEW	DropStep.jpg	0	0	2	Response				Reverse any maneuver of 4D or less. Enters - Draw a card 
Reach the Ropes	AEW	ReachTheRopes.jpg	0	0	2	Response				Reverse any Submission.
Rookie Mistake 	AEW	RookieMistake.jpg	0	0	2	Response				Permanent. Reverse any 0 Cost card. 
Rude Interruption	AEW	RudeInterruption.jpg	0	0	2	Response				Reverse any Action
Escape the Hold 	AEW	EscapeTheHold.jpg	3	0	3	Response				Reverse any Grapple or Submission 
Shove Off	AEW	ShoveOff.jpg	3	0	3	Response				Reverse any Strike or Grapple
Slip Away	AEW	SlipAway.jpg	3	0	3	Response				Reverse any Strike or Submission 
Bow To Your Sensei	AEW	BowToYourSensei.jpg	5	0	3	Response			Mike Bailey	Reverse any maneuver. Enters - You may put a Kick from your Discard beneath your draw deck. 
Goodbye And Good Night... 	AEW	GoodbyeAndGoodNight.jpg	5	0	5	Response			Kenny Omega 	Reverse any Card. Enters - You may discard a card. If you do gain 2 Stamina and draw two cards. 
Swerve's House	AEW	SwervesHouse.jpg	5	0	5	Response			Swerve Strickland	Reverse any Card.  Enters - Look at the top three cards of your Draw Deck you may discard any of them. Put the rest back on top of your Draw Deck in any order. 
Unscripted Violence	AEW	UnscriptedViolence.jpg	5	0	3	Response			Jon Moxley 	Reverse any maneuver. Enters - Reveal your hand to your opponent and they choose a maneuver from it. Play that maneuver, it can't be reversed but deals half damage (round up). 
Thumbs Down 	AEW	ThumbsDown.jpg	6	3	3	Response			Bobby Lashley 	Power Attack. Reverse any maneuver. 
And Watch for the Shoe	AEW	AndWatchForTheShoe.jpg	7	0	5	Response			Toni Storm	Reverse any maneuver. Ongoing - Your Action cards are +1D
Had It Scouted	AEW	HadItScouted.jpg	8	0	2	Response				Reverse any Maneuver.
Chop	AEW	Chop.jpg	0	1	1	Strike	T	Chop		Enters - Scout
European Uppercut	AEW	EuropeanUppercut.jpg	0	5	3	Strike	T			
Front Kick	AEW	FrontKick.jpg	0	4	4	Strike	T	Kick		
Jab	AEW	Jab.jpg	0	2	3	Strike	H	Punch		Enters - You may play a strike from your discard by paying for it. Free if a Punch.
Kick	AEW	Kick.jpg	0	2	2	Strike	T	Kick		
Overhand Punch	AEW	OverhandPunch.jpg	0	3	6	Strike	H	Punch		
Slap	AEW	Slap.jpg	0	1	1	Strike	H			Permanent. Enters - Draw a card.
Mounted Punches	AEW	MountedPunches.jpg	1	2	3	Strike	H	Punch		Permanent. Follow-Up - Power Attack.
Running Clothesline	AEW	RunningClothesline.jpg	1	5	5	Strike	T	Lariat		
Spinning Back Elbow	AEW	SpinningBackElbow.jpg	1	6	6	Strike	H			
Haymaker	AEW	Haymaker.jpg	2	5	3	Strike	H	Punch		Power Attack
Opening Jab	AEW	OpeningJab.jpg	2	3*	3	Strike	H	Punch		*If this is your first maneuver this turn, this is +3D.
Roundhouse to the Arm	AEW	RoundhouseToTheArm.jpg	4	8	8	Strike	A	Kick		
Short-Arm Clothesline	AEW	ShortArmClothesline.jpg	4	7	7	Strike	A	Lariat		Permanent
Shoulder Block	AEW	ShoulderBlock.jpg	4	8	8	Strike	T			
Work the Body	AEW	WorkTheBody.jpg	4	7	7	Strike	T	Punch		Permanent
Leg Kick	AEW	LegKick.jpg	5	8	6	Strike	L	Kick		
Roundhouse Kick	AEW	RoundhouseKick.jpg	5	10	8	Strike	H	Kick		
Superkick	AEW	Superkick.jpg	5	7	7	Strike	H	Kick		Enters - Opponent discards a card.
Crippling Chop Block	AEW	CripplingChopBlock.jpg	6	8	6	Strike	L			Permanent
Discuss Punch	AEW	DiscussPunch.jpg	6	10	10	Strike	H	Punch		
Missile Dropkick	AEW	MissileDropkick.jpg	6	5	8	Strike	T	High Risk, Kick		Enters - Opponent discards a card. Follow-Up - +5D.
Solbut	AEW	Solbut.jpg	6	6	4	Strike	T	Kick		Permanent. 
Spinning Back Fist	AEW	SpinningBackFist.jpg	6	8*	12	Strike	H			*+2D for each maneuver in your ring with T: H
Torkneedo	AEW	Torkneedo.jpg	7	10	10	Strike	H	High Risk		Enters - Opponent discards a card and you may draw a card. 
Clothesline	AEW	Clothesline.jpg	8	8	4	Strike	T	Lariat		Power Attack. Enters - Opponent discards a card.
Pounce	AEW	Pounce.jpg	10	14	10	Strike	T			
Top-Rope Splash	AEW	TopRopeSplash.jpg	10	10	10	Strike	T	High Risk		Power Attack 
Ultima Weapon	AEW	UltimaWeapon.jpg	12	15	15	Strike		High Risk	Mike Bailey	Finisher.  Enters - You may put any number of Kicks from your discard pile beneath your draw deck. 
V-Trigger	AEW	VTrigger.jpg	12	10	13	Strike	H		Kenny Omega	Kenny Omega - -4 Cost, Follow-Up - Enters - Opponent discards a card.
House Call	AEW	HouseCall.jpg	15	10	15	Strike	H	Kick	Swerve Strickland	Finisher. Enters - Opponent Tucks a card from their hand. 
Armbar	AEW	Armbar.jpg	0	3	3	Submission	A			Ongoing - Opponent's Hold is -1.
Front Chancery	AEW	FrontChancery.jpg	0	3	3	Submission	H			Ongoing -Your Hand is +1. Enters - Gain 2 Stamina. 
Hammerlock	AEW	Hammerlock.jpg	0	3	3	Submission	A			Enters - Gain 2 Stamina. Ongoing - Opponent's Punches are -1D.
Overhand Wrist Lock	AEW	OverhandWristLock.jpg	0	3	3	Submission	A			
Side Headlock	AEW	SideHeadlock.jpg	0	1	3	Submission	H			Permanent
Wrist Lock	AEW	WristLock.jpg	0	2	3	Submission	A			Permanent
Grounded Body Scissors	AEW	GroundedBodyScissors.jpg	1	3	3	Submission	T			Ongoing - Non-Maneuver cards in Opponent's Market are +2C.
Grounded Hammer Lock	AEW	GroundedHammerLock.jpg	1	3	3	Submission	A			Ongoing - Choose a card in Opponent's Market. They can't purchase or play that card. (You may pick Kit cards) 
Grounded Headlock	AEW	GroundedHeadlock.jpg	1	3	3	Submission	H			Ongoing - Choose a Non-Signature card in Opponent's Ring. That card loses all abilities except Permanent. It has 0M.
Knee Bar	AEW	KneeBar.jpg	1	5	3	Submission	L			Permanent. Enters - Gain 2 Stamina
Showoff Lock	AEW	ShowoffLock.jpg	1	1	1	Submission	-			Enters - Choose one: Attempt to Draw Heat or Attempt to Get a Pop. 
Kneelock	AEW	Kneelock.jpg	2	3	6	Submission	L			
Standing Arm Lock	AEW	StandingArmLock.jpg	2	4	2	Submission	A			Ongoing - Opponent's Grapples are +1C.
Standing Leg Lock	AEW	StandingLegLock.jpg	2	4	2	Submission	L			Ongoing - Opponent's Strikes are +1C.
Standing Waist Lock	AEW	StandingWaistLock.jpg	2	4	2	Submission	T			Ongoing - Opponent's Submissions are +1C.
Sleeper	AEW	Sleeper.jpg	3	6	6	Submission	H			Enters - Stun opponent. That card loses Permanent this turn.
Ankle Hook	AEW	AnkleHook.jpg	4	3	6	Submission	L			Focus Attack. Ongoing - Opponent's Kicks are -2D
Fujiwara Armbar	AEW	FujiwaraArmbar.jpg	5	6	6	Submission	A			Ongoing - Your opponents Strikes are Cost +1.
Arm Wringer 	AEW	ArmWringer.jpg	6	6	6	Submission	A			Ongoing - Your maneuvers with T:A are +2D.
Bear Hug	AEW	BearHug.jpg	6	6	6	Submission	T			Ongoing - Your maneuvers with T:T are +2D.
Neck Wringer	AEW	NeckWringer.jpg	6	6	6	Submission	T			Ongoing - Your maneuvers with T:H are +2D.
Stump Puller	AEW	StumpPuller.jpg	6	6	6	Submission	L			Ongoing - Your maneuvers with T:L are +2D.
Key Lock	AEW	KeyLock.jpg	8	4	4	Submission	A			Ongoing - Choose a card in opponent's market. They can't purchase that card. 
Single Leg Crab	AEW	SingleLegCrab.jpg	8	7	7	Submission	L			Ongoing - Opponent's market is -1.
Bulldog Choke	AEW	BulldogChoke.jpg	10	10	10	Submission	H			Ongoing - Opponent's Hand is -1. Jon Moxley - Damage +3.
Figure Four Leg Lock	AEW	FigureFourLegLock.jpg	16	12	12	Submission	L			
The Hurt Lock	AEW	TheHurtLock.jpg	18	12	12	Submission	H		Bobby Lashley	Finisher, Focus Attack 
Bobby Lashley	AEW	BobbyLashleyWrestler.jpg	N/a	N/a	5	Wrestler			Bobby Lashley	Tie-Up Action - Commit : Play a maneuver from your hand. It gains "Enters - Draw two cards." 
Jon Moxley	AEW	JonMoxleyWrestler.jpg	N/a	N/a	5	Wrestler			Jon Moxley 	Tie-Up Action - Commit : play a maneuver from your hand, it is +5D.
Kenny Omega	AEW	KennyOmegaWrestler.jpg	N/a	N/a	5	Wrestler			Kenny Omega	Ready Action - Commit : Discard a card then draw two cards. 
Mike Bailey	AEW	MikeBaileyWrestler.jpg	N/A	N/A	3	Wrestler			Mike Bailey	Tie-Up Action - Commit : Attempt to Kick opponent, it gains Permanent this turn. 
Swerve Strickland	AEW	SwerveStricklandWrestler.jpg	N/a	N/a	5	Wrestler			Swerve Strickland	Recovery Action - Commit : put a card from your discard pile under your draw deck. 
Toni Storm	AEW	ToniStormWrestler.jpg	N/a	N/a	5	Wrestler			Toni Storm 	Recovery Action - Commit : Put up to two action cards from you discard benath your draw deck.
Adam Copeland	AEW	AdamCopelandWrestler.jpg	N/A	N/A	4	Wrestler			Adam Copeland	You may have an additional copy of cards in your draw and purchase decks.
Adam Page	AEW	AdamPageWrestler.jpg	N/A	N/A	4	Wrestler			Adam Page	Trigger - When your opponent hits with two consecutive maneuvers Scout and Attempt to Get a Pop. 
Angelo Parker	AEW	AngeloParkerManager.jpg	N/A	N/A	3	Manager			Angelo Parker, Ruby Soho	Ruby Soho - Your Starting Hand is +1 (this does not effect your hands after your opening hand).  Action - Commit : Choose two cards in your Market. Purchase one, Tuck the other, then refill your Market (you must pay for the card you purchased). 
Angelo Parker	AEW	AngeloParkerWrestler.jpg	N/A	N/A	4	Wrestler			Angelo Parker	Ongoing - When you purchase a card you may also Tuck a card from your Market and replace it
Anger the Crowd	AEW	AngerTheCrowd.jpg	1	0	5	Action				Special - +3M outside the Recovery Phase. 
Ankle Lock	AEW	AnkleLock.jpg	0	2	2	Submission	L			Focus Attack 
Anthony Bowens	AEW	AnthonyBowens.jpg	N/A	N/A	5	Wrestler			Anthony Bowens	Tie-Up Action - Commit and discard a card : Play a maneuver from your hand, any Enters abilities on that card trigger an additional time 
Anthony Ogogo	AEW	AnthonyOgogoManager.jpg	N/A	N/A	3	Manager		Boxer	Anthony Ogogo	Ongoing - During your Recovery Phase your Punches are -1C. 
Anthony Ogogo	AEW	AnthonyOgogoWrestler.jpg	N/A	N/A	3	Wrestler		Boxer	Anthony Ogogo	Your Punches are -1C.
Arm Breaker	AEW	ArmBreaker.jpg	8	6	6	Grapple	A			Relentless
Arm Scissor	AEW	ArmScissor.jpg	2	4	4	Submission	A			Ongoing - Opponent's maneuvers played from outside their hand deal half damage (round up)
Arm Wringer	AEW	ArmWringer.jpg	3	5	7	Submission	A			Enters - You may pay 5M. If you do, draw a card and gain 3 Stamina. 
Backhand Chop	AEW	BackhandChop.jpg	1	3	2	Strike	T	Chop		Sudden, Combo Attack
Baddest Hands on the Planet 	AEW	BaddestHandsOnThePlanet.jpg	0	0	0	Boon				Permanent. Ongoing - Your Punches are +1D/+1M.
Baddest Plan on the Planet 	AEW	BaddestPlanOnThePlanet.jpg	5	0	4	Action		Punch	Mike Tyson	Ongoing - Your gain Punches "Enters - Stun opponent then Scout". Enters - Create a Baddest Hands on the Planet Token in your Ring. 
Baddest Uppercut on the Planet	AEW	BaddestUppercutOnThePlanet.jpg	20	16	16	Strike	H	Punch	Mike Tyson	Finisher. Enters - If your Uncommited momentum from only other Punches is higher than your opponent's stamina, you win the game via Knockout. 
Beast 	AEW	Beast.jpg	0	0	3	Boon				Ongoing - Your maneuvers are +1D
Bell Ringer	AEW	BellRinger.jpg	0	0	0	Injury				Ongoing - Your Market is -1.
Beth Copeland	AEW	BethCopelandManager.jpg	N/A	N/A	3	Manager			Beth Copeland	Ongoing - Cards in your Market have Sudden if there is a copy of that card in your ring. 
Big Stoke	AEW	BigStokeManager.jpg	N/A	N/A	3	Manager			Stokely Hathaway	Ongoing - Your Market is +1.
Bitch	AEW	Bitch.jpg	8	0	4	Response			Kazuchika Okada	Reverse any card. Special - If this would be put into your Discard from anywhere, shuffle it into your draw deck instead. 
Bite the Ear	AEW	BiteTheEar.jpg	6	2	3	Response		Punch	Mike Tyson	Reverse any maneuver. Ongoing - Your Punches are +2D. 
Blackpool Combat Club 	AEW	BlackpoolCombatClub.jpg	N/A	N/A	3	Faction			Blackpool Combat Club	Flip - Play a maneuver from your discard. It gains +3D and Permanent this turn.
Blinded	AEW	Blinded.jpg	0	0	0	Injury				Ongoing - Your Hand is -1.
Blindsided Punch	AEW	BlindsidedPunch.jpg	0	3	3	Strike	H	Punch		Hidden.  Turned - Stun opponent 
Blown Spot	AEW	BlownSpot.jpg	5	0	3	Response				Reverse any maneuver not played from hand. Tuck that card.
Body Scissors	AEW	BodyScissors.jpg	7	7	7	Submission	T			
Boston Crab	AEW	BostonCrab.jpg	8	4	4	Submission	T			Trigger - After opponent plays an Action card, Stun them. 
Brain Fog	AEW	BrainFog.jpg	X	0	0	Injury				Nothing
Break Concentration 	AEW	BreakConcentration.jpg	4	0	3	Response				Reverse any Action or Submission 
Bridging German Suplex	AEW	BridgingGermanSuplex.jpg	9	5	5	Grapple	T	Suplex		Enters - Try to Pin opponent.   Capitalize - If this was played after Drop Step this is +4M for this Pin. 
BTE	AEW	BTE.jpg	4	0	2	Action			The Elite	Enters - Put a card from your discard beneath your draw or purchase deck. Then draw two cards and gain 2 Stamina. 
Buckshot Lariat	AEW	BuckshotLariat.jpg	10	12	12	Strike			Adam Page	Finisher. Follow-Up - Has Sudden and Relentless. 
By God 	AEW	ByGod.jpg	N/A	N/A	1	Call Name			By God, Don Callis 	Your Starting Draw deck may include up to 3 cost of any cards. Don Callis - You may also include one copy of Will of the Invisible Hand. 
Cash Cannons	AEW	CashCannons.jpg	3	0	2	Action				Enters - Market two cards
Catch the Ropes	AEW	CatchTheRopes.jpg	3	0	2	Response				Rope Break. Reverse any Strike, High Risk, Suplex, or Set-Up
Charging Lariat 	AEW	ChargingLariat.jpg	0	2	3	Strike	T	Lariat		Power Attack 
Chinlock	AEW	Chinlock.jpg	4	6	6	Submission	H			Ongoing - To play Action cards opponent must either pay for them or Discard a card. 
Christian Cage	AEW	ChristianCageManager.jpg	N/A	N/A	4	Manager			Christian Cage	Ongoing - Your cards played from outside your hand are +1D (this affects Tokens being Attempted)
Coffin Splash	AEW	CoffinSplash.jpg	4	10	10	Strike	T	High Risk		Risky 3. Darby Allin - This does not have Risky. 
Compassionate	AEW	Compassionate.jpg	4	0		Action				Enters - Each player puts a card from their Ring into their discard, they also Tuck a card from their Market, refill each players Market. 
Courageous	AEW	Courageous.jpg	6	0	4	Action				Resilient, Relentless. Enters - You may look at the top three cards of your Draw Deck. Tuck one, discard one, put one in your hand.   Patriarch Trigger - When discarded, Scout.
Cowboy Shit	AEW	CowboyShit.jpg	4	0	2	Response			Adam Page	Permanent. Reverse any maneuver. Response - Commit and discard a card to reduce the damage of the played maneuver by the discarded Momentum, this loses Permanent. 
Crane Kick	AEW	CraneKick.jpg	4	6	6	Strike	H	Kick		Combo Attack
Create-a-Wrestler	AEW	CreateAWrestlerWrestler.jpg	N/A	N/A	3	Wrestler			Create a Wrestler 	For your Kit choose one non-Kit Maneuver, Action, and Response. Those gain your logo, the maneuver gains Finisher. You can not include additional copies of those cards.
Cross Arm Breaker	AEW	CrossArmBreaker.jpg	12	8	8	Submission	A			Enters - Try to Submit Opponent. 
Cross Punch	AEW	CrossPunch.jpg	0	2	2	Strike	H	Punch		Combo Attack
Crossface Chicken Wing	AEW	CrossfaceChickenWing.jpg	2	6	6	Submission	-			Targets both Head and Arm (this card is considered to have no text as the Target icon would just have both targets) 
Crowd Favorite	AEW	CrowdFavorite.jpg	4	0	0	Action				Permanent. Action - Commit and choose one: -Gain 1 Stamina, then you may Cycle a card. OR -Attempt to Get a Pop, this loses Permanent.
Cunning Striker 	AEW	CunningStriker.jpg	6	0	2	Action				Tie-Up Enters - Play a Strike from hand or discard. If played from hand it gains Cunning Attack
Cut the Angle	AEW	CutTheAngle.jpg	4	0	3	Response				Reverse any Action or Grapple
Daddy Magic	AEW	DaddyMagic.jpg	N/A	N/A	2	Call Name			Daddy Magic	Ongoing - Your Market is +1 if it contains an Action card
Deadeye 	AEW	Deadeye.jpg	9	6	6	Grapple				Enters - Play a maneuver with T:T from your discard by paying for it. Hangman - Only need to pay half. Adam Page - It gains Power Attack. 
Destination Unknown	AEW	DestinationUnknown.jpg	16	10	10	Strike	H		Ruby Soho	This is +1D for each token in your ring.  Finisher.   Ongoing - Your Tokens have Permanent. 
Devoted	AEW	Devoted.jpg	1	0	2	Action				Relentless. Enters - Discard the bottom card of your Draw deck then Scout. 
Disarmer	AEW	Disarmer.jpg	5	0	2	Action				Permanent. Ongoing - Your maneuvers with T:A are +1D.
